Short_Desc,MajorGroup,FdGp_Desc,GmWt_1,Vitamins,Value
"CEREALS RTE,KELLOGG,KELLOGG'S HONEY CRUNCH CORN FLAKES",Starches,Breakfast Cereals,30,Riboflavin,1.4
"CEREALS RTE,KELLOGG,KELLOGG'S HONEY CRUNCH CORN FLAKES",Starches,Breakfast Cereals,30,Niacin,16.7
"CEREALS RTE,GENERAL MILLS,BETTY CROCKER CINN STREUSEL",Starches,Breakfast Cereals,30,Vit_A,2500
"CEREALS RTE,GENERAL MILLS,BETTY CROCKER CINN STREUSEL",Starches,Breakfast Cereals,30,Vit_C,50
"CEREALS RTE,GENERAL MILLS,BETTY CROCKER CINN STREUSEL",Starches,Breakfast Cereals,30,Vit_E,0.586
"CEREALS RTE,GENERAL MILLS,BETTY CROCKER CINN STREUSEL",Starches,Breakfast Cereals,30,Thiamin,1.25
"CEREALS RTE,GENERAL MILLS,BETTY CROCKER CINN STREUSEL",Starches,Breakfast Cereals,30,Riboflavin,1.42
"CEREALS RTE,GENERAL MILLS,BETTY CROCKER CINN STREUSEL",Starches,Breakfast Cereals,30,Niacin,16.67
"CEREALS RTE,GENERAL MILLS,BETTY CROCKER DUTCH APPL",Starches,Breakfast Cereals,55,Vit_A,1364
"CEREALS RTE,GENERAL MILLS,BETTY CROCKER DUTCH APPL",Starches,Breakfast Cereals,55,Vit_C,27.3
"CEREALS RTE,GENERAL MILLS,BETTY CROCKER DUTCH APPL",Starches,Breakfast Cereals,55,Vit_E,0.582
"CEREALS RTE,GENERAL MILLS,BETTY CROCKER DUTCH APPL",Starches,Breakfast Cereals,55,Thiamin,0.68
"CEREALS RTE,GENERAL MILLS,BETTY CROCKER DUTCH APPL",Starches,Breakfast Cereals,55,Riboflavin,0.77
"CEREALS RTE,GENERAL MILLS,BETTY CROCKER DUTCH APPL",Starches,Breakfast Cereals,55,Niacin,9.09
"CEREALS RTE,KELLOGG,KELLOGG'S COCOA FRSTD FLAKES",Starches,Breakfast Cereals,31,Vit_A,2419
"CEREALS RTE,KELLOGG,KELLOGG'S COCOA FRSTD FLAKES",Starches,Breakfast Cereals,31,Vit_C,48.4
"CEREALS RTE,KELLOGG,KELLOGG'S COCOA FRSTD FLAKES",Starches,Breakfast Cereals,31,Vit_E,0
"CEREALS RTE,KELLOGG,KELLOGG'S COCOA FRSTD FLAKES",Starches,Breakfast Cereals,31,Thiamin,1.2
"CEREALS RTE,KELLOGG,KELLOGG'S COCOA FRSTD FLAKES",Starches,Breakfast Cereals,31,Riboflavin,1.4
"CEREALS RTE,KELLOGG,KELLOGG'S COCOA FRSTD FLAKES",Starches,Breakfast Cereals,31,Niacin,16.1
"CEREALS RTE,KELLOGG,KELLOGG RAZZLE DAZZLE RICE KRISPIES",Starches,Breakfast Cereals,0,Vit_A,1786
"CEREALS RTE,KELLOGG,KELLOGG RAZZLE DAZZLE RICE KRISPIES",Starches,Breakfast Cereals,0,Vit_C,53.6
"CEREALS RTE,KELLOGG,KELLOGG RAZZLE DAZZLE RICE KRISPIES",Starches,Breakfast Cereals,0,Vit_E,7.918
"CEREALS RTE,KELLOGG,KELLOGG RAZZLE DAZZLE RICE KRISPIES",Starches,Breakfast Cereals,0,Thiamin,1.3
"CEREALS RTE,KELLOGG,KELLOGG RAZZLE DAZZLE RICE KRISPIES",Starches,Breakfast Cereals,0,Riboflavin,1.5
"CEREALS RTE,KELLOGG,KELLOGG RAZZLE DAZZLE RICE KRISPIES",Starches,Breakfast Cereals,0,Niacin,17.9
"CEREALS,QUAKER,HOMINY GRITS,WHITE,QUICK,DRY",Starches,Breakfast Cereals,0,Vit_A,0
"CEREALS,QUAKER,HOMINY GRITS,WHITE,QUICK,DRY",Starches,Breakfast Cereals,0,Vit_C,0
"CEREALS,QUAKER,HOMINY GRITS,WHITE,QUICK,DRY",Starches,Breakfast Cereals,0,Vit_E,0
"CEREALS,QUAKER,HOMINY GRITS,WHITE,QUICK,DRY",Starches,Breakfast Cereals,0,Thiamin,0.58
"CEREALS,QUAKER,HOMINY GRITS,WHITE,QUICK,DRY",Starches,Breakfast Cereals,0,Riboflavin,0.33
"CEREALS,QUAKER,HOMINY GRITS,WHITE,QUICK,DRY",Starches,Breakfast Cereals,0,Niacin,4.81
"CEREALS,QUAKER,HOMINY GRITS,YEL,QUICK,DRY",Starches,Breakfast Cereals,0,Vit_A,569
"CEREALS,QUAKER,HOMINY GRITS,YEL,QUICK,DRY",Starches,Breakfast Cereals,0,Vit_C,0
"CEREALS,QUAKER,HOMINY GRITS,YEL,QUICK,DRY",Starches,Breakfast Cereals,0,Vit_E,0.22
"CEREALS,QUAKER,HOMINY GRITS,YEL,QUICK,DRY",Starches,Breakfast Cereals,0,Thiamin,0.51
"CEREALS,QUAKER,HOMINY GRITS,YEL,QUICK,DRY",Starches,Breakfast Cereals,0,Riboflavin,0.37
"CEREALS,QUAKER,HOMINY GRITS,YEL,QUICK,DRY",Starches,Breakfast Cereals,0,Niacin,4.31
"CEREALS,QUAKER,HOMINY GRITS,WHITE,REG,DRY",Starches,Breakfast Cereals,0,Vit_A,0
"CEREALS,QUAKER,HOMINY GRITS,WHITE,REG,DRY",Starches,Breakfast Cereals,0,Vit_C,0
"CEREALS,QUAKER,HOMINY GRITS,WHITE,REG,DRY",Starches,Breakfast Cereals,0,Vit_E,0
"CEREALS,QUAKER,HOMINY GRITS,WHITE,REG,DRY",Starches,Breakfast Cereals,0,Thiamin,0.58
"CEREALS,QUAKER,HOMINY GRITS,WHITE,REG,DRY",Starches,Breakfast Cereals,0,Riboflavin,0.33
"CEREALS,QUAKER,HOMINY GRITS,WHITE,REG,DRY",Starches,Breakfast Cereals,0,Niacin,4.81
"CEREALS,QUAKER,FARINA,ENR CINN FLAVOR,DRY",Starches,Breakfast Cereals,0,Vit_A,4
"CEREALS,QUAKER,FARINA,ENR CINN FLAVOR,DRY",Starches,Breakfast Cereals,0,Vit_C,0.4
"CEREALS,QUAKER,FARINA,ENR CINN FLAVOR,DRY",Starches,Breakfast Cereals,0,Vit_E,0.14
"CEREALS,QUAKER,FARINA,ENR CINN FLAVOR,DRY",Starches,Breakfast Cereals,0,Thiamin,0.44
"CEREALS,QUAKER,FARINA,ENR CINN FLAVOR,DRY",Starches,Breakfast Cereals,0,Riboflavin,0.26
"CEREALS,QUAKER,FARINA,ENR CINN FLAVOR,DRY",Starches,Breakfast Cereals,0,Niacin,3.52
"CEREALS RTE,KELLOGG,KELLOGG'S SMART START CRL",Starches,Breakfast Cereals,50,Vit_A,1500
"CEREALS RTE,KELLOGG,KELLOGG'S SMART START CRL",Starches,Breakfast Cereals,50,Vit_C,30
"CEREALS RTE,KELLOGG,KELLOGG'S SMART START CRL",Starches,Breakfast Cereals,50,Vit_E,44.4
"CEREALS RTE,KELLOGG,KELLOGG'S SMART START CRL",Starches,Breakfast Cereals,50,Thiamin,3
"CEREALS RTE,KELLOGG,KELLOGG'S SMART START CRL",Starches,Breakfast Cereals,50,Riboflavin,3.4
"CEREALS RTE,KELLOGG,KELLOGG'S SMART START CRL",Starches,Breakfast Cereals,50,Niacin,40
"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS,BITE SIZE",Starches,Breakfast Cereals,55,Vit_A,0
"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS,BITE SIZE",Starches,Breakfast Cereals,55,Vit_C,0
"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS,BITE SIZE",Starches,Breakfast Cereals,55,Vit_E,0
"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS,BITE SIZE",Starches,Breakfast Cereals,55,Thiamin,0.6
"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS,BITE SIZE",Starches,Breakfast Cereals,55,Riboflavin,0.7
"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS,BITE SIZE",Starches,Breakfast Cereals,55,Niacin,8.5
"ACEROLA,(WEST INDIAN CHERRY),RAW","Fruit, Nut and Vegetable",Fruits and Fruit Juices,98,Vit_A,767
"ACEROLA,(WEST INDIAN CHERRY),RAW","Fruit, Nut and Vegetable",Fruits and Fruit Juices,98,Vit_C,1677.6
"ACEROLA,(WEST INDIAN CHERRY),RAW","Fruit, Nut and Vegetable",Fruits and Fruit Juices,98,Vit_E,0.13
"ACEROLA,(WEST INDIAN CHERRY),RAW","Fruit, Nut and Vegetable",Fruits and Fruit Juices,98,Thiamin,0.02
"ACEROLA,(WEST INDIAN CHERRY),RAW","Fruit, Nut and Vegetable",Fruits and Fruit Juices,98,Riboflavin,0.06
"ACEROLA,(WEST INDIAN CHERRY),RAW","Fruit, Nut and Vegetable",Fruits and Fruit Juices,98,Niacin,0.4
"ACEROLA JUICE,RAW",Beverages,Fruits and Fruit Juices,242,Vit_A,509
"ACEROLA JUICE,RAW",Beverages,Fruits and Fruit Juices,242,Vit_C,1600
"ACEROLA JUICE,RAW",Beverages,Fruits and Fruit Juices,242,Vit_E,0.04
"ACEROLA JUICE,RAW",Beverages,Fruits and Fruit Juices,242,Thiamin,0.02
"ACEROLA JUICE,RAW",Beverages,Fruits and Fruit Juices,242,Riboflavin,0.06
"ACEROLA JUICE,RAW",Beverages,Fruits and Fruit Juices,242,Niacin,0.4
"APPLES,RAW,WITH SKIN","Fruit, Nut and Vegetable",Fruits and Fruit Juices,125,Vit_A,53
"APPLES,RAW,WITH SKIN","Fruit, Nut and Vegetable",Fruits and Fruit Juices,125,Vit_C,5.7
"APPLES,RAW,WITH SKIN","Fruit, Nut and Vegetable",Fruits and Fruit Juices,125,Vit_E,0.32
"APPLES,RAW,WITH SKIN","Fruit, Nut and Vegetable",Fruits and Fruit Juices,125,Thiamin,0.017
"APPLES,RAW,WITH SKIN","Fruit, Nut and Vegetable",Fruits and Fruit Juices,125,Riboflavin,0.014
"APPLES,RAW,WITH SKIN","Fruit, Nut and Vegetable",Fruits and Fruit Juices,125,Niacin,0.077
"APPLES,RAW,WITHOUT SKIN","Fruit, Nut and Vegetable",Fruits and Fruit Juices,110,Vit_A,44
"APPLES,RAW,WITHOUT SKIN","Fruit, Nut and Vegetable",Fruits and Fruit Juices,110,Vit_C,4
"APPLES,RAW,WITHOUT SKIN","Fruit, Nut and Vegetable",Fruits and Fruit Juices,110,Vit_E,0.08
"APPLES,RAW,WITHOUT SKIN","Fruit, Nut and Vegetable",Fruits and Fruit Juices,110,Thiamin,0.017
"APPLES,RAW,WITHOUT SKIN","Fruit, Nut and Vegetable",Fruits and Fruit Juices,110,Riboflavin,0.01
"APPLES,RAW,WITHOUT SKIN","Fruit, Nut and Vegetable",Fruits and Fruit Juices,110,Niacin,0.091
"APPLES,RAW,WO/SKN,CKD,BLD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,171,Vit_A,44
"APPLES,RAW,WO/SKN,CKD,BLD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,171,Vit_C,0.2
"APPLES,RAW,WO/SKN,CKD,BLD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,171,Vit_E,0.01
"APPLES,RAW,WO/SKN,CKD,BLD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,171,Thiamin,0.016
"APPLES,RAW,WO/SKN,CKD,BLD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,171,Riboflavin,0.012
"APPLES,RAW,WO/SKN,CKD,BLD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,171,Niacin,0.095
"APPLES,RAW,WO/SKN,CKD,MICROWAVE","Fruit, Nut and Vegetable",Fruits and Fruit Juices,170,Vit_A,40
"APPLES,RAW,WO/SKN,CKD,MICROWAVE","Fruit, Nut and Vegetable",Fruits and Fruit Juices,170,Vit_C,0.3
"APPLES,RAW,WO/SKN,CKD,MICROWAVE","Fruit, Nut and Vegetable",Fruits and Fruit Juices,170,Vit_E,0.01
"APPLES,RAW,WO/SKN,CKD,MICROWAVE","Fruit, Nut and Vegetable",Fruits and Fruit Juices,170,Thiamin,0.017
"APPLES,RAW,WO/SKN,CKD,MICROWAVE","Fruit, Nut and Vegetable",Fruits and Fruit Juices,170,Riboflavin,0.011
"APPLES,RAW,WO/SKN,CKD,MICROWAVE","Fruit, Nut and Vegetable",Fruits and Fruit Juices,170,Niacin,0.061
"APPLES,CND,SWTND,SLICED,DRND,UNHTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,204,Vit_A,51
"APPLES,CND,SWTND,SLICED,DRND,UNHTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,204,Vit_C,0.4
"APPLES,CND,SWTND,SLICED,DRND,UNHTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,204,Vit_E,0.01
"APPLES,CND,SWTND,SLICED,DRND,UNHTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,204,Thiamin,0.009
"APPLES,CND,SWTND,SLICED,DRND,UNHTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,204,Riboflavin,0.01
"APPLES,CND,SWTND,SLICED,DRND,UNHTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,204,Niacin,0.073
"APPLES,CND,SWTND,SLICED,DRND,HTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,204,Vit_A,56
"APPLES,CND,SWTND,SLICED,DRND,HTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,204,Vit_C,0.2
"APPLES,CND,SWTND,SLICED,DRND,HTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,204,Vit_E,0.01
"APPLES,CND,SWTND,SLICED,DRND,HTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,204,Thiamin,0.009
"APPLES,CND,SWTND,SLICED,DRND,HTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,204,Riboflavin,0.01
"APPLES,CND,SWTND,SLICED,DRND,HTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,204,Niacin,0.081
"APPLES,DEHYD (LO MOIST),SULFURED,UNCKD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,60,Vit_A,81
"APPLES,DEHYD (LO MOIST),SULFURED,UNCKD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,60,Vit_C,2.2
"APPLES,DEHYD (LO MOIST),SULFURED,UNCKD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,60,Vit_E,3.58
"APPLES,DEHYD (LO MOIST),SULFURED,UNCKD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,60,Thiamin,0.046
"APPLES,DEHYD (LO MOIST),SULFURED,UNCKD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,60,Riboflavin,0.13
"APPLES,DEHYD (LO MOIST),SULFURED,UNCKD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,60,Niacin,0.68
"APPLES,DEHYD (LO MOIST),SULFURED,STWD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,193,Vit_A,19
"APPLES,DEHYD (LO MOIST),SULFURED,STWD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,193,Vit_C,0.6
"APPLES,DEHYD (LO MOIST),SULFURED,STWD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,193,Vit_E,0
"APPLES,DEHYD (LO MOIST),SULFURED,STWD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,193,Thiamin,0.008
"APPLES,DEHYD (LO MOIST),SULFURED,STWD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,193,Riboflavin,0.029
"APPLES,DEHYD (LO MOIST),SULFURED,STWD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,193,Niacin,0.14
"APPLES,DRIED,SULFURED,UNCKD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,86,Vit_A,0
"APPLES,DRIED,SULFURED,UNCKD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,86,Vit_C,3.9
"APPLES,DRIED,SULFURED,UNCKD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,86,Vit_E,0.55
"APPLES,DRIED,SULFURED,UNCKD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,86,Thiamin,0
"APPLES,DRIED,SULFURED,UNCKD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,86,Riboflavin,0.159
"APPLES,DRIED,SULFURED,UNCKD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,86,Niacin,0.927
"APPLES,DRIED,SULFURED,STWD,WO/ SUGAR","Fruit, Nut and Vegetable",Fruits and Fruit Juices,255,Vit_A,17
"APPLES,DRIED,SULFURED,STWD,WO/ SUGAR","Fruit, Nut and Vegetable",Fruits and Fruit Juices,255,Vit_C,1
"APPLES,DRIED,SULFURED,STWD,WO/ SUGAR","Fruit, Nut and Vegetable",Fruits and Fruit Juices,255,Vit_E,0
"APPLES,DRIED,SULFURED,STWD,WO/ SUGAR","Fruit, Nut and Vegetable",Fruits and Fruit Juices,255,Thiamin,0.006
"APPLES,DRIED,SULFURED,STWD,WO/ SUGAR","Fruit, Nut and Vegetable",Fruits and Fruit Juices,255,Riboflavin,0.019
"APPLES,DRIED,SULFURED,STWD,WO/ SUGAR","Fruit, Nut and Vegetable",Fruits and Fruit Juices,255,Niacin,0.129
"APPLES,DRIED,SULFURED,STWD,W/ SUGAR","Fruit, Nut and Vegetable",Fruits and Fruit Juices,280,Vit_A,16
"APPLES,DRIED,SULFURED,STWD,W/ SUGAR","Fruit, Nut and Vegetable",Fruits and Fruit Juices,280,Vit_C,0.9
"APPLES,DRIED,SULFURED,STWD,W/ SUGAR","Fruit, Nut and Vegetable",Fruits and Fruit Juices,280,Vit_E,0
"APPLES,DRIED,SULFURED,STWD,W/ SUGAR","Fruit, Nut and Vegetable",Fruits and Fruit Juices,280,Thiamin,0.006
"APPLES,DRIED,SULFURED,STWD,W/ SUGAR","Fruit, Nut and Vegetable",Fruits and Fruit Juices,280,Riboflavin,0.018
"APPLES,DRIED,SULFURED,STWD,W/ SUGAR","Fruit, Nut and Vegetable",Fruits and Fruit Juices,280,Niacin,0.121
"APPLES,FRZ,UNSWTND,UNHTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,173,Vit_A,34
"APPLES,FRZ,UNSWTND,UNHTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,173,Vit_C,0.1
"APPLES,FRZ,UNSWTND,UNHTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,173,Vit_E,0
"APPLES,FRZ,UNSWTND,UNHTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,173,Thiamin,0.013
"APPLES,FRZ,UNSWTND,UNHTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,173,Riboflavin,0.011
"APPLES,FRZ,UNSWTND,UNHTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,173,Niacin,0.042
"APPLES,FRZ,UNSWTND,HTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,206,Vit_A,20
"APPLES,FRZ,UNSWTND,HTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,206,Vit_C,0.4
"APPLES,FRZ,UNSWTND,HTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,206,Vit_E,0
"APPLES,FRZ,UNSWTND,HTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,206,Thiamin,0.014
"APPLES,FRZ,UNSWTND,HTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,206,Riboflavin,0.011
"APPLES,FRZ,UNSWTND,HTD","Fruit, Nut and Vegetable",Fruits and Fruit Juices,206,Niacin,0.043
"APPLE JUC,CND OR BTLD,UNSWTND,WO/ VIT C",Beverages,Fruits and Fruit Juices,248,Vit_A,1
"APPLE JUC,CND OR BTLD,UNSWTND,WO/ VIT C",Beverages,Fruits and Fruit Juices,248,Vit_C,0.9
"APPLE JUC,CND OR BTLD,UNSWTND,WO/ VIT C",Beverages,Fruits and Fruit Juices,248,Vit_E,0.01
"APPLE JUC,CND OR BTLD,UNSWTND,WO/ VIT C",Beverages,Fruits and Fruit Juices,248,Thiamin,0.021
"APPLE JUC,CND OR BTLD,UNSWTND,WO/ VIT C",Beverages,Fruits and Fruit Juices,248,Riboflavin,0.017
"APPLE JUC,CND OR BTLD,UNSWTND,WO/ VIT C",Beverages,Fruits and Fruit Juices,248,Niacin,0.1
"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,WO/ VIT C",Beverages,Fruits and Fruit Juices,211,Vit_A,0
"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,WO/ VIT C",Beverages,Fruits and Fruit Juices,211,Vit_C,2.1
"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,WO/ VIT C",Beverages,Fruits and Fruit Juices,211,Vit_E,0.036
"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,WO/ VIT C",Beverages,Fruits and Fruit Juices,211,Thiamin,0.011
"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,WO/ VIT C",Beverages,Fruits and Fruit Juices,211,Riboflavin,0.054
"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,WO/ VIT C",Beverages,Fruits and Fruit Juices,211,Niacin,0.135
"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O WO/ VIT C",Beverages,Fruits and Fruit Juices,239,Vit_A,0
"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O WO/ VIT C",Beverages,Fruits and Fruit Juices,239,Vit_C,0.6
"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O WO/ VIT C",Beverages,Fruits and Fruit Juices,239,Vit_E,0.01
"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O WO/ VIT C",Beverages,Fruits and Fruit Juices,239,Thiamin,0.003
"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O WO/ VIT C",Beverages,Fruits and Fruit Juices,239,Riboflavin,0.015
"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O WO/ VIT C",Beverages,Fruits and Fruit Juices,239,Niacin,0.038
"APPLESAUCE,CND,UNSWTND,WO/ VIT C","Fruit, Nut and Vegetable",Fruits and Fruit Juices,244,Vit_A,29
"APPLESAUCE,CND,UNSWTND,WO/ VIT C","Fruit, Nut and Vegetable",Fruits and Fruit Juices,244,Vit_C,1.2
"APPLESAUCE,CND,UNSWTND,WO/ VIT C","Fruit, Nut and Vegetable",Fruits and Fruit Juices,244,Vit_E,0.01
"APPLESAUCE,CND,UNSWTND,WO/ VIT C","Fruit, Nut and Vegetable",Fruits and Fruit Juices,244,Thiamin,0.013
"APPLESAUCE,CND,UNSWTND,WO/ VIT C","Fruit, Nut and Vegetable",Fruits and Fruit Juices,244,Riboflavin,0.025
"APPLESAUCE,CND,UNSWTND,WO/ VIT C","Fruit, Nut and Vegetable",Fruits and Fruit Juices,244,Niacin,0.188
"APPLESAUCE,CND,SWTND,WO/SALT","Fruit, Nut and Vegetable",Fruits and Fruit Juices,255,Vit_A,11
"APPLESAUCE,CND,SWTND,WO/SALT","Fruit, Nut and Vegetable",Fruits and Fruit Juices,255,Vit_C,1.7
"APPLESAUCE,CND,SWTND,WO/SALT","Fruit, Nut and Vegetable",Fruits and Fruit Juices,255,Vit_E,0.01
"APPLESAUCE,CND,SWTND,WO/SALT","Fruit, Nut and Vegetable",Fruits and Fruit Juices,255,Thiamin,0.013
"APPLESAUCE,CND,SWTND,WO/SALT","Fruit, Nut and Vegetable",Fruits and Fruit Juices,255,Riboflavin,0.028
"APPLESAUCE,CND,SWTND,WO/SALT","Fruit, Nut and Vegetable",Fruits and Fruit Juices,255,Niacin,0.188
"APRICOTS,RAW","Fruit, Nut and Vegetable",Fruits and Fruit Juices,155,Vit_A,2612
"APRICOTS,RAW","Fruit, Nut and Vegetable",Fruits and Fruit Juices,155,Vit_C,10
"APRICOTS,RAW","Fruit, Nut and Vegetable",Fruits and Fruit Juices,155,Vit_E,0.89
"APRICOTS,RAW","Fruit, Nut and Vegetable",Fruits and Fruit Juices,155,Thiamin,0.03
"APRICOTS,RAW","Fruit, Nut and Vegetable",Fruits and Fruit Juices,155,Riboflavin,0.04
"APRICOTS,RAW","Fruit, Nut and Vegetable",Fruits and Fruit Juices,155,Niacin,0.6
"APRICOTS,CND,H2O PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,243,Vit_A,1293
"APRICOTS,CND,H2O PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,243,Vit_C,3.4
"APRICOTS,CND,H2O PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,243,Vit_E,0.89
"APRICOTS,CND,H2O PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,243,Thiamin,0.021
"APRICOTS,CND,H2O PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,243,Riboflavin,0.023
"APRICOTS,CND,H2O PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,243,Niacin,0.395
"APRICOTS,CND,H2O PK,WO/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,227,Vit_A,1810
"APRICOTS,CND,H2O PK,WO/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,227,Vit_C,1.8
"APRICOTS,CND,H2O PK,WO/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,227,Vit_E,0
"APRICOTS,CND,H2O PK,WO/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,227,Thiamin,0.02
"APRICOTS,CND,H2O PK,WO/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,227,Riboflavin,0.024
"APRICOTS,CND,H2O PK,WO/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,227,Niacin,0.437
"APRICOTS,CND,JUC PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,244,Vit_A,1691
"APRICOTS,CND,JUC PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,244,Vit_C,4.9
"APRICOTS,CND,JUC PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,244,Vit_E,0.89
"APRICOTS,CND,JUC PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,244,Thiamin,0.018
"APRICOTS,CND,JUC PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,244,Riboflavin,0.019
"APRICOTS,CND,JUC PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,244,Niacin,0.344
"APRICOTS,CND,EX LT SYRUP PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,247,Vit_A,1271
"APRICOTS,CND,EX LT SYRUP PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,247,Vit_C,4
"APRICOTS,CND,EX LT SYRUP PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,247,Vit_E,0
"APRICOTS,CND,EX LT SYRUP PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,247,Thiamin,0.02
"APRICOTS,CND,EX LT SYRUP PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,247,Riboflavin,0.02
"APRICOTS,CND,EX LT SYRUP PK,W/SKN,SOL&LIQUIDS","Fruit, Nut and Vegetable",Fruits and Fruit Juices,247,Niacin,0.6
