Short_Desc,MajorGroup,FdGp_Desc,GmWt_1,Vitamins,Value
"CANDIES,HERSHEY,CARAMELLO CANDY BAR",Processed Foods,Snacks and Sweets,45,Vit_A,0
"CANDIES,HERSHEY,CARAMELLO CANDY BAR",Processed Foods,Snacks and Sweets,45,Vit_C,0
"CANDIES,HERSHEY,CARAMELLO CANDY BAR",Processed Foods,Snacks and Sweets,45,Vit_E,0
"CANDIES,HERSHEY,CARAMELLO CANDY BAR",Processed Foods,Snacks and Sweets,45,Thiamin,0
"CANDIES,HERSHEY,CARAMELLO CANDY BAR",Processed Foods,Snacks and Sweets,45,Riboflavin,0
"CANDIES,HERSHEY,CARAMELLO CANDY BAR",Processed Foods,Snacks and Sweets,45,Niacin,0
"CANDIES,CARAMELS,CHOCOLATE-FLAVOR ROLL",Processed Foods,Snacks and Sweets,7,Vit_A,8
"CANDIES,CARAMELS,CHOCOLATE-FLAVOR ROLL",Processed Foods,Snacks and Sweets,7,Vit_C,0.1
"CANDIES,CARAMELS,CHOCOLATE-FLAVOR ROLL",Processed Foods,Snacks and Sweets,7,Vit_E,0.239
"CANDIES,CARAMELS,CHOCOLATE-FLAVOR ROLL",Processed Foods,Snacks and Sweets,7,Thiamin,0.019
"CANDIES,CARAMELS,CHOCOLATE-FLAVOR ROLL",Processed Foods,Snacks and Sweets,7,Riboflavin,0.074
"CANDIES,CARAMELS,CHOCOLATE-FLAVOR ROLL",Processed Foods,Snacks and Sweets,7,Niacin,0.086
"BAKING CHOC,UNSWTND,LIQ",Processed Foods,Snacks and Sweets,28.35,Vit_A,12
"BAKING CHOC,UNSWTND,LIQ",Processed Foods,Snacks and Sweets,28.35,Vit_C,0
"BAKING CHOC,UNSWTND,LIQ",Processed Foods,Snacks and Sweets,28.35,Vit_E,6.036
"BAKING CHOC,UNSWTND,LIQ",Processed Foods,Snacks and Sweets,28.35,Thiamin,0.05
"BAKING CHOC,UNSWTND,LIQ",Processed Foods,Snacks and Sweets,28.35,Riboflavin,0.279
"BAKING CHOC,UNSWTND,LIQ",Processed Foods,Snacks and Sweets,28.35,Niacin,2.1
"BAKING CHOC,UNSWTND,SQUARES",Processed Foods,Snacks and Sweets,132,Vit_A,98
"BAKING CHOC,UNSWTND,SQUARES",Processed Foods,Snacks and Sweets,132,Vit_C,0
"BAKING CHOC,UNSWTND,SQUARES",Processed Foods,Snacks and Sweets,132,Vit_E,1.23
"BAKING CHOC,UNSWTND,SQUARES",Processed Foods,Snacks and Sweets,132,Thiamin,0.08
"BAKING CHOC,UNSWTND,SQUARES",Processed Foods,Snacks and Sweets,132,Riboflavin,0.167
"BAKING CHOC,UNSWTND,SQUARES",Processed Foods,Snacks and Sweets,132,Niacin,1.114
"CANDIES,CONFECTIONER'S COATING,YOGURT",Processed Foods,Snacks and Sweets,0,Vit_A,35
"CANDIES,CONFECTIONER'S COATING,YOGURT",Processed Foods,Snacks and Sweets,0,Vit_C,0.5
"CANDIES,CONFECTIONER'S COATING,YOGURT",Processed Foods,Snacks and Sweets,0,Vit_E,2.25
"CANDIES,CONFECTIONER'S COATING,YOGURT",Processed Foods,Snacks and Sweets,0,Thiamin,0.063
"CANDIES,CONFECTIONER'S COATING,YOGURT",Processed Foods,Snacks and Sweets,0,Riboflavin,0.282
"CANDIES,CONFECTIONER'S COATING,YOGURT",Processed Foods,Snacks and Sweets,0,Niacin,0.745
"CANDIES,SEMISWEET CHOC",Processed Foods,Snacks and Sweets,168,Vit_A,21
"CANDIES,SEMISWEET CHOC",Processed Foods,Snacks and Sweets,168,Vit_C,0
"CANDIES,SEMISWEET CHOC",Processed Foods,Snacks and Sweets,168,Vit_E,1.19
"CANDIES,SEMISWEET CHOC",Processed Foods,Snacks and Sweets,168,Thiamin,0.055
"CANDIES,SEMISWEET CHOC",Processed Foods,Snacks and Sweets,168,Riboflavin,0.09
"CANDIES,SEMISWEET CHOC",Processed Foods,Snacks and Sweets,168,Niacin,0.427
"CANDIES,SWEET CHOCOLATE",Processed Foods,Snacks and Sweets,28.35,Vit_A,20
"CANDIES,SWEET CHOCOLATE",Processed Foods,Snacks and Sweets,28.35,Vit_C,0
"CANDIES,SWEET CHOCOLATE",Processed Foods,Snacks and Sweets,28.35,Vit_E,1.19
"CANDIES,SWEET CHOCOLATE",Processed Foods,Snacks and Sweets,28.35,Thiamin,0.02
"CANDIES,SWEET CHOCOLATE",Processed Foods,Snacks and Sweets,28.35,Riboflavin,0.24
"CANDIES,SWEET CHOCOLATE",Processed Foods,Snacks and Sweets,28.35,Niacin,0.67
"CANDIES,SWT CHOC COATD FONDANT",Processed Foods,Snacks and Sweets,43,Vit_A,20
"CANDIES,SWT CHOC COATD FONDANT",Processed Foods,Snacks and Sweets,43,Vit_C,0
"CANDIES,SWT CHOC COATD FONDANT",Processed Foods,Snacks and Sweets,43,Vit_E,0.347
"CANDIES,SWT CHOC COATD FONDANT",Processed Foods,Snacks and Sweets,43,Thiamin,0.026
"CANDIES,SWT CHOC COATD FONDANT",Processed Foods,Snacks and Sweets,43,Riboflavin,0.058
"CANDIES,SWT CHOC COATD FONDANT",Processed Foods,Snacks and Sweets,43,Niacin,0.575
"CANDIES,HERSHEY,GOLDEN ALMOND SOLITAIRES CHOC W/ALMONDS",Processed Foods,Snacks and Sweets,78,Vit_A,0
"CANDIES,HERSHEY,GOLDEN ALMOND SOLITAIRES CHOC W/ALMONDS",Processed Foods,Snacks and Sweets,78,Vit_C,0
"CANDIES,HERSHEY,GOLDEN ALMOND SOLITAIRES CHOC W/ALMONDS",Processed Foods,Snacks and Sweets,78,Vit_E,0
"CANDIES,HERSHEY,GOLDEN ALMOND SOLITAIRES CHOC W/ALMONDS",Processed Foods,Snacks and Sweets,78,Thiamin,0
"CANDIES,HERSHEY,GOLDEN ALMOND SOLITAIRES CHOC W/ALMONDS",Processed Foods,Snacks and Sweets,78,Riboflavin,0
"CANDIES,HERSHEY,GOLDEN ALMOND SOLITAIRES CHOC W/ALMONDS",Processed Foods,Snacks and Sweets,78,Niacin,0
"CANDIES,CONFECTIONER'S COATING,BUTTERSCOTCH",Processed Foods,Snacks and Sweets,170,Vit_A,0
"CANDIES,CONFECTIONER'S COATING,BUTTERSCOTCH",Processed Foods,Snacks and Sweets,170,Vit_C,0.1
"CANDIES,CONFECTIONER'S COATING,BUTTERSCOTCH",Processed Foods,Snacks and Sweets,170,Vit_E,2.25
"CANDIES,CONFECTIONER'S COATING,BUTTERSCOTCH",Processed Foods,Snacks and Sweets,170,Thiamin,0.08
"CANDIES,CONFECTIONER'S COATING,BUTTERSCOTCH",Processed Foods,Snacks and Sweets,170,Riboflavin,0
"CANDIES,CONFECTIONER'S COATING,BUTTERSCOTCH",Processed Foods,Snacks and Sweets,170,Niacin,0.07
"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",Processed Foods,Snacks and Sweets,168,Vit_A,20
"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",Processed Foods,Snacks and Sweets,168,Vit_C,0.1
"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",Processed Foods,Snacks and Sweets,168,Vit_E,3
"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",Processed Foods,Snacks and Sweets,168,Thiamin,0.05
"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",Processed Foods,Snacks and Sweets,168,Riboflavin,0.2
"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",Processed Foods,Snacks and Sweets,168,Niacin,8.2
"CANDIES,CONFECTIONER'S COATING,WHITE",Processed Foods,Snacks and Sweets,170,Vit_A,35
"CANDIES,CONFECTIONER'S COATING,WHITE",Processed Foods,Snacks and Sweets,170,Vit_C,0.5
"CANDIES,CONFECTIONER'S COATING,WHITE",Processed Foods,Snacks and Sweets,170,Vit_E,2.25
"CANDIES,CONFECTIONER'S COATING,WHITE",Processed Foods,Snacks and Sweets,170,Thiamin,0.063
"CANDIES,CONFECTIONER'S COATING,WHITE",Processed Foods,Snacks and Sweets,170,Riboflavin,0.282
"CANDIES,CONFECTIONER'S COATING,WHITE",Processed Foods,Snacks and Sweets,170,Niacin,0.745
"FROZEN DSSRT,ICE CRM,LT (50% OF THE FAT),VANILLA",Processed Foods,Snacks and Sweets,65,Vit_A,165
"FROZEN DSSRT,ICE CRM,LT (50% OF THE FAT),VANILLA",Processed Foods,Snacks and Sweets,65,Vit_C,0.8
"FROZEN DSSRT,ICE CRM,LT (50% OF THE FAT),VANILLA",Processed Foods,Snacks and Sweets,65,Vit_E,0
"FROZEN DSSRT,ICE CRM,LT (50% OF THE FAT),VANILLA",Processed Foods,Snacks and Sweets,65,Thiamin,0.058
"FROZEN DSSRT,ICE CRM,LT (50% OF THE FAT),VANILLA",Processed Foods,Snacks and Sweets,65,Riboflavin,0.265
"FROZEN DSSRT,ICE CRM,LT (50% OF THE FAT),VANILLA",Processed Foods,Snacks and Sweets,65,Niacin,0.09
"FROZEN DSSRT,ICE CRM,VANILLA,RICH",Processed Foods,Snacks and Sweets,74,Vit_A,643
"FROZEN DSSRT,ICE CRM,VANILLA,RICH",Processed Foods,Snacks and Sweets,74,Vit_C,0.7
"FROZEN DSSRT,ICE CRM,VANILLA,RICH",Processed Foods,Snacks and Sweets,74,Vit_E,0
"FROZEN DSSRT,ICE CRM,VANILLA,RICH",Processed Foods,Snacks and Sweets,74,Thiamin,0.039
"FROZEN DSSRT,ICE CRM,VANILLA,RICH",Processed Foods,Snacks and Sweets,74,Riboflavin,0.162
"FROZEN DSSRT,ICE CRM,VANILLA,RICH",Processed Foods,Snacks and Sweets,74,Niacin,0.084
"FROZEN DSSRT,ICE CRM,FRENCH VANILLA,SOFT-SERVE",Processed Foods,Snacks and Sweets,86,Vit_A,539
"FROZEN DSSRT,ICE CRM,FRENCH VANILLA,SOFT-SERVE",Processed Foods,Snacks and Sweets,86,Vit_C,0.8
"FROZEN DSSRT,ICE CRM,FRENCH VANILLA,SOFT-SERVE",Processed Foods,Snacks and Sweets,86,Vit_E,0.37
"FROZEN DSSRT,ICE CRM,FRENCH VANILLA,SOFT-SERVE",Processed Foods,Snacks and Sweets,86,Thiamin,0.049
"FROZEN DSSRT,ICE CRM,FRENCH VANILLA,SOFT-SERVE",Processed Foods,Snacks and Sweets,86,Riboflavin,0.182
"FROZEN DSSRT,ICE CRM,FRENCH VANILLA,SOFT-SERVE",Processed Foods,Snacks and Sweets,86,Niacin,0.095
"CANDIES,HERSHEY,YORK PEPPERMINT PATTIE",Processed Foods,Snacks and Sweets,14,Vit_A,0
"CANDIES,HERSHEY,YORK PEPPERMINT PATTIE",Processed Foods,Snacks and Sweets,14,Vit_C,0
"CANDIES,HERSHEY,YORK PEPPERMINT PATTIE",Processed Foods,Snacks and Sweets,14,Vit_E,0
"CANDIES,HERSHEY,YORK PEPPERMINT PATTIE",Processed Foods,Snacks and Sweets,14,Thiamin,0
"CANDIES,HERSHEY,YORK PEPPERMINT PATTIE",Processed Foods,Snacks and Sweets,14,Riboflavin,0
"CANDIES,HERSHEY,YORK PEPPERMINT PATTIE",Processed Foods,Snacks and Sweets,14,Niacin,0
"CANDIES,HERSHEY,SYMPHONY MILK CHOC BAR",Processed Foods,Snacks and Sweets,42,Vit_A,0
"CANDIES,HERSHEY,SYMPHONY MILK CHOC BAR",Processed Foods,Snacks and Sweets,42,Vit_C,0
"CANDIES,HERSHEY,SYMPHONY MILK CHOC BAR",Processed Foods,Snacks and Sweets,42,Vit_E,0
"CANDIES,HERSHEY,SYMPHONY MILK CHOC BAR",Processed Foods,Snacks and Sweets,42,Thiamin,0
"CANDIES,HERSHEY,SYMPHONY MILK CHOC BAR",Processed Foods,Snacks and Sweets,42,Riboflavin,0
"CANDIES,HERSHEY,SYMPHONY MILK CHOC BAR",Processed Foods,Snacks and Sweets,42,Niacin,0
"FROZEN DSSRT,ICE CRM,VANILLA",Processed Foods,Snacks and Sweets,58,Vit_A,409
"FROZEN DSSRT,ICE CRM,VANILLA",Processed Foods,Snacks and Sweets,58,Vit_C,0.6
"FROZEN DSSRT,ICE CRM,VANILLA",Processed Foods,Snacks and Sweets,58,Vit_E,0
"FROZEN DSSRT,ICE CRM,VANILLA",Processed Foods,Snacks and Sweets,58,Thiamin,0.041
"FROZEN DSSRT,ICE CRM,VANILLA",Processed Foods,Snacks and Sweets,58,Riboflavin,0.24
"FROZEN DSSRT,ICE CRM,VANILLA",Processed Foods,Snacks and Sweets,58,Niacin,0.116
"FROZEN DSSRT,ICE CRM,LT (50% OF THE FAT),VANILLA,SOFT SERV",Processed Foods,Snacks and Sweets,88,Vit_A,103
"FROZEN DSSRT,ICE CRM,LT (50% OF THE FAT),VANILLA,SOFT SERV",Processed Foods,Snacks and Sweets,88,Vit_C,0.9
"FROZEN DSSRT,ICE CRM,LT (50% OF THE FAT),VANILLA,SOFT SERV",Processed Foods,Snacks and Sweets,88,Vit_E,0
"FROZEN DSSRT,ICE CRM,LT (50% OF THE FAT),VANILLA,SOFT SERV",Processed Foods,Snacks and Sweets,88,Thiamin,0.052
"FROZEN DSSRT,ICE CRM,LT (50% OF THE FAT),VANILLA,SOFT SERV",Processed Foods,Snacks and Sweets,88,Riboflavin,0.198
"FROZEN DSSRT,ICE CRM,LT (50% OF THE FAT),VANILLA,SOFT SERV",Processed Foods,Snacks and Sweets,88,Niacin,0.118
"FROZEN DSSRT,SHERBET,ORANGE",Processed Foods,Snacks and Sweets,74,Vit_A,76
"FROZEN DSSRT,SHERBET,ORANGE",Processed Foods,Snacks and Sweets,74,Vit_C,3.1
"FROZEN DSSRT,SHERBET,ORANGE",Processed Foods,Snacks and Sweets,74,Vit_E,0.079
"FROZEN DSSRT,SHERBET,ORANGE",Processed Foods,Snacks and Sweets,74,Thiamin,0.025
"FROZEN DSSRT,SHERBET,ORANGE",Processed Foods,Snacks and Sweets,74,Riboflavin,0.078
"FROZEN DSSRT,SHERBET,ORANGE",Processed Foods,Snacks and Sweets,74,Niacin,0.06
"CANDIES,HERSHEY,5TH AVENUE CANDY BAR",Processed Foods,Snacks and Sweets,57,Vit_A,56
"CANDIES,HERSHEY,5TH AVENUE CANDY BAR",Processed Foods,Snacks and Sweets,57,Vit_C,0.2
"CANDIES,HERSHEY,5TH AVENUE CANDY BAR",Processed Foods,Snacks and Sweets,57,Vit_E,2.305
"CANDIES,HERSHEY,5TH AVENUE CANDY BAR",Processed Foods,Snacks and Sweets,57,Thiamin,0.135
"CANDIES,HERSHEY,5TH AVENUE CANDY BAR",Processed Foods,Snacks and Sweets,57,Riboflavin,0.12
"CANDIES,HERSHEY,5TH AVENUE CANDY BAR",Processed Foods,Snacks and Sweets,57,Niacin,3.464
"CANDIES,FONDANT,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,16,Vit_A,2
"CANDIES,FONDANT,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,16,Vit_C,0
"CANDIES,FONDANT,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,16,Vit_E,0
"CANDIES,FONDANT,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,16,Thiamin,0.001
"CANDIES,FONDANT,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,16,Riboflavin,0.017
"CANDIES,FONDANT,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,16,Niacin,0.002
"CANDIES,FUDGE,CHOC,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,17,Vit_A,191
"CANDIES,FUDGE,CHOC,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,17,Vit_C,0.2
"CANDIES,FUDGE,CHOC,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,17,Vit_E,0.1
"CANDIES,FUDGE,CHOC,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,17,Thiamin,0.014
"CANDIES,FUDGE,CHOC,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,17,Riboflavin,0.075
"CANDIES,FUDGE,CHOC,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,17,Niacin,0.101
"CANDIES,FUDGE,CHOC,W/NUTS,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,19,Vit_A,202
"CANDIES,FUDGE,CHOC,W/NUTS,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,19,Vit_C,0.6
"CANDIES,FUDGE,CHOC,W/NUTS,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,19,Vit_E,0.41
"CANDIES,FUDGE,CHOC,W/NUTS,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,19,Thiamin,0.063
"CANDIES,FUDGE,CHOC,W/NUTS,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,19,Riboflavin,0.086
"CANDIES,FUDGE,CHOC,W/NUTS,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,19,Niacin,0.228
"CANDIES,FUDGE,VANILLA,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,16,Vit_A,204
"CANDIES,FUDGE,VANILLA,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,16,Vit_C,0.2
"CANDIES,FUDGE,VANILLA,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,16,Vit_E,0.17
"CANDIES,FUDGE,VANILLA,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,16,Thiamin,0.01
"CANDIES,FUDGE,VANILLA,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,16,Riboflavin,0.067
"CANDIES,FUDGE,VANILLA,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,16,Niacin,0.029
"CANDIES,FUDGE,VANILLA,W/NUTS,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,15,Vit_A,198
"CANDIES,FUDGE,VANILLA,W/NUTS,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,15,Vit_C,0.6
"CANDIES,FUDGE,VANILLA,W/NUTS,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,15,Vit_E,0.44
"CANDIES,FUDGE,VANILLA,W/NUTS,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,15,Thiamin,0.061
"CANDIES,FUDGE,VANILLA,W/NUTS,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,15,Riboflavin,0.08
"CANDIES,FUDGE,VANILLA,W/NUTS,PREPARED-FROM-RECIPE",Processed Foods,Snacks and Sweets,15,Niacin,0.169
"CANDIES,NESTLE,GOOBERS CHOC COVERED PNUTS",Processed Foods,Snacks and Sweets,39,Vit_A,0
"CANDIES,NESTLE,GOOBERS CHOC COVERED PNUTS",Processed Foods,Snacks and Sweets,39,Vit_C,0
"CANDIES,NESTLE,GOOBERS CHOC COVERED PNUTS",Processed Foods,Snacks and Sweets,39,Vit_E,0
"CANDIES,NESTLE,GOOBERS CHOC COVERED PNUTS",Processed Foods,Snacks and Sweets,39,Thiamin,0.12
"CANDIES,NESTLE,GOOBERS CHOC COVERED PNUTS",Processed Foods,Snacks and Sweets,39,Riboflavin,0.21
"CANDIES,NESTLE,GOOBERS CHOC COVERED PNUTS",Processed Foods,Snacks and Sweets,39,Niacin,5.2
"CANDIES,GUMDROPS,STARCH JELLY PIECES",Processed Foods,Snacks and Sweets,182,Vit_A,0
"CANDIES,GUMDROPS,STARCH JELLY PIECES",Processed Foods,Snacks and Sweets,182,Vit_C,0
"CANDIES,GUMDROPS,STARCH JELLY PIECES",Processed Foods,Snacks and Sweets,182,Vit_E,0
"CANDIES,GUMDROPS,STARCH JELLY PIECES",Processed Foods,Snacks and Sweets,182,Thiamin,0
"CANDIES,GUMDROPS,STARCH JELLY PIECES",Processed Foods,Snacks and Sweets,182,Riboflavin,0.002
"CANDIES,GUMDROPS,STARCH JELLY PIECES",Processed Foods,Snacks and Sweets,182,Niacin,0.002
"CANDIES,HARD",Processed Foods,Snacks and Sweets,28.35,Vit_A,0
"CANDIES,HARD",Processed Foods,Snacks and Sweets,28.35,Vit_C,0
"CANDIES,HARD",Processed Foods,Snacks and Sweets,28.35,Vit_E,0
"CANDIES,HARD",Processed Foods,Snacks and Sweets,28.35,Thiamin,0.004
"CANDIES,HARD",Processed Foods,Snacks and Sweets,28.35,Riboflavin,0.003
"CANDIES,HARD",Processed Foods,Snacks and Sweets,28.35,Niacin,0.007
"CANDIES,JELLYBEANS",Processed Foods,Snacks and Sweets,11,Vit_A,0
"CANDIES,JELLYBEANS",Processed Foods,Snacks and Sweets,11,Vit_C,0
"CANDIES,JELLYBEANS",Processed Foods,Snacks and Sweets,11,Vit_E,0
"CANDIES,JELLYBEANS",Processed Foods,Snacks and Sweets,11,Thiamin,0
"CANDIES,JELLYBEANS",Processed Foods,Snacks and Sweets,11,Riboflavin,0
"CANDIES,JELLYBEANS",Processed Foods,Snacks and Sweets,11,Niacin,0
"CANDIES,HERSHEY,KIT KAT WAFER BAR",Processed Foods,Snacks and Sweets,42,Vit_A,163
"CANDIES,HERSHEY,KIT KAT WAFER BAR",Processed Foods,Snacks and Sweets,42,Vit_C,0.7
"CANDIES,HERSHEY,KIT KAT WAFER BAR",Processed Foods,Snacks and Sweets,42,Vit_E,0.803
"CANDIES,HERSHEY,KIT KAT WAFER BAR",Processed Foods,Snacks and Sweets,42,Thiamin,0.176
"CANDIES,HERSHEY,KIT KAT WAFER BAR",Processed Foods,Snacks and Sweets,42,Riboflavin,0.543
"CANDIES,HERSHEY,KIT KAT WAFER BAR",Processed Foods,Snacks and Sweets,42,Niacin,2.547
"CANDIES,HERSHEY,KRACKEL CHOC BAR",Processed Foods,Snacks and Sweets,41,Vit_A,0
"CANDIES,HERSHEY,KRACKEL CHOC BAR",Processed Foods,Snacks and Sweets,41,Vit_C,0
"CANDIES,HERSHEY,KRACKEL CHOC BAR",Processed Foods,Snacks and Sweets,41,Vit_E,0
"CANDIES,HERSHEY,KRACKEL CHOC BAR",Processed Foods,Snacks and Sweets,41,Thiamin,0
"CANDIES,HERSHEY,KRACKEL CHOC BAR",Processed Foods,Snacks and Sweets,41,Riboflavin,0
"CANDIES,HERSHEY,KRACKEL CHOC BAR",Processed Foods,Snacks and Sweets,41,Niacin,0
"CANDIES,NESTLE,BABY RUTH BAR",Processed Foods,Snacks and Sweets,34,Vit_A,0
"CANDIES,NESTLE,BABY RUTH BAR",Processed Foods,Snacks and Sweets,34,Vit_C,0
"CANDIES,NESTLE,BABY RUTH BAR",Processed Foods,Snacks and Sweets,34,Vit_E,1.885
"CANDIES,NESTLE,BABY RUTH BAR",Processed Foods,Snacks and Sweets,34,Thiamin,0.099
"CANDIES,NESTLE,BABY RUTH BAR",Processed Foods,Snacks and Sweets,34,Riboflavin,0.094
"CANDIES,NESTLE,BABY RUTH BAR",Processed Foods,Snacks and Sweets,34,Niacin,2.777
"CANDIES,HERSHEY,TWIZZLERS STRAWBERRY TWISTS CANDY",Processed Foods,Snacks and Sweets,71,Vit_A,0
"CANDIES,HERSHEY,TWIZZLERS STRAWBERRY TWISTS CANDY",Processed Foods,Snacks and Sweets,71,Vit_C,0
"CANDIES,HERSHEY,TWIZZLERS STRAWBERRY TWISTS CANDY",Processed Foods,Snacks and Sweets,71,Vit_E,0
"CANDIES,HERSHEY,TWIZZLERS STRAWBERRY TWISTS CANDY",Processed Foods,Snacks and Sweets,71,Thiamin,0
"CANDIES,HERSHEY,TWIZZLERS STRAWBERRY TWISTS CANDY",Processed Foods,Snacks and Sweets,71,Riboflavin,0
"CANDIES,HERSHEY,TWIZZLERS STRAWBERRY TWISTS CANDY",Processed Foods,Snacks and Sweets,71,Niacin,0
"SYRUPS,TABLE BLENDS,PANCAKE,W/BUTTER",Processed Foods,Snacks and Sweets,315,Vit_A,61
"SYRUPS,TABLE BLENDS,PANCAKE,W/BUTTER",Processed Foods,Snacks and Sweets,315,Vit_C,0
"SYRUPS,TABLE BLENDS,PANCAKE,W/BUTTER",Processed Foods,Snacks and Sweets,315,Vit_E,0.031
"SYRUPS,TABLE BLENDS,PANCAKE,W/BUTTER",Processed Foods,Snacks and Sweets,315,Thiamin,0.011
"SYRUPS,TABLE BLENDS,PANCAKE,W/BUTTER",Processed Foods,Snacks and Sweets,315,Riboflavin,0.009
"SYRUPS,TABLE BLENDS,PANCAKE,W/BUTTER",Processed Foods,Snacks and Sweets,315,Niacin,0.02
"CANDIES,M&M MARS,MARS ALMOND BAR",Processed Foods,Snacks and Sweets,50,Vit_A,187
"CANDIES,M&M MARS,MARS ALMOND BAR",Processed Foods,Snacks and Sweets,50,Vit_C,0.7
"CANDIES,M&M MARS,MARS ALMOND BAR",Processed Foods,Snacks and Sweets,50,Vit_E,4.658
"CANDIES,M&M MARS,MARS ALMOND BAR",Processed Foods,Snacks and Sweets,50,Thiamin,0.041
"CANDIES,M&M MARS,MARS ALMOND BAR",Processed Foods,Snacks and Sweets,50,Riboflavin,0.312
"CANDIES,M&M MARS,MARS ALMOND BAR",Processed Foods,Snacks and Sweets,50,Niacin,0.945
"CANDIES,MARSHMALLOWS",Processed Foods,Snacks and Sweets,50,Vit_A,1
"CANDIES,MARSHMALLOWS",Processed Foods,Snacks and Sweets,50,Vit_C,0
"CANDIES,MARSHMALLOWS",Processed Foods,Snacks and Sweets,50,Vit_E,0
"CANDIES,MARSHMALLOWS",Processed Foods,Snacks and Sweets,50,Thiamin,0.001
"CANDIES,MARSHMALLOWS",Processed Foods,Snacks and Sweets,50,Riboflavin,0.001
"CANDIES,MARSHMALLOWS",Processed Foods,Snacks and Sweets,50,Niacin,0.078
"CANDIES,HALAVAH,PLAIN",Processed Foods,Snacks and Sweets,0,Vit_A,2
"CANDIES,HALAVAH,PLAIN",Processed Foods,Snacks and Sweets,0,Vit_C,0.1
"CANDIES,HALAVAH,PLAIN",Processed Foods,Snacks and Sweets,0,Vit_E,2.835
"CANDIES,HALAVAH,PLAIN",Processed Foods,Snacks and Sweets,0,Thiamin,0.424
"CANDIES,HALAVAH,PLAIN",Processed Foods,Snacks and Sweets,0,Riboflavin,0.088
"CANDIES,HALAVAH,PLAIN",Processed Foods,Snacks and Sweets,0,Niacin,2.856
"CANDIES,NESTLE,OH HENRY! BAR",Processed Foods,Snacks and Sweets,57,Vit_A,47
"CANDIES,NESTLE,OH HENRY! BAR",Processed Foods,Snacks and Sweets,57,Vit_C,0.2
"CANDIES,NESTLE,OH HENRY! BAR",Processed Foods,Snacks and Sweets,57,Vit_E,1.898
"CANDIES,NESTLE,OH HENRY! BAR",Processed Foods,Snacks and Sweets,57,Thiamin,0.023
"CANDIES,NESTLE,OH HENRY! BAR",Processed Foods,Snacks and Sweets,57,Riboflavin,0.161
"CANDIES,NESTLE,OH HENRY! BAR",Processed Foods,Snacks and Sweets,57,Niacin,2.8
"CANDIES,NESTLE,CHUNKY BAR",Processed Foods,Snacks and Sweets,35,Vit_A,63
"CANDIES,NESTLE,CHUNKY BAR",Processed Foods,Snacks and Sweets,35,Vit_C,0.3
"CANDIES,NESTLE,CHUNKY BAR",Processed Foods,Snacks and Sweets,35,Vit_E,0
"CANDIES,NESTLE,CHUNKY BAR",Processed Foods,Snacks and Sweets,35,Thiamin,0.087
"CANDIES,NESTLE,CHUNKY BAR",Processed Foods,Snacks and Sweets,35,Riboflavin,0.395
"CANDIES,NESTLE,CHUNKY BAR",Processed Foods,Snacks and Sweets,35,Niacin,1.9
"CANDIES,MILK CHOCOLATE",Processed Foods,Snacks and Sweets,168,Vit_A,185
"CANDIES,MILK CHOCOLATE",Processed Foods,Snacks and Sweets,168,Vit_C,0.4
"CANDIES,MILK CHOCOLATE",Processed Foods,Snacks and Sweets,168,Vit_E,1.24
"CANDIES,MILK CHOCOLATE",Processed Foods,Snacks and Sweets,168,Thiamin,0.079
